asin,title,brand,category,price,cost,units_sold,rating,reviews_count
B105162,Bluetooth Speaker,Canon,Sports,482.97,164.05,190,4.1,352
B105163,Laptop,HP,Clothing,423.39,277.5,129,1.6,715
B105164,Coffee Maker,HP,Health,285.54,376.05,491,3.5,280
B105165,Headphones,Canon,Electronics,446.28,324.67,144,4.5,499
B105166,Smartphone,Nike,Home Appliances,197.39,110.23,248,1.4,274
B105167,Running Shoes,Samsung,Clothing,26.8,329.02,180,4.8,58
B105168,Smartphone,Samsung,Electronics,366.25,167.64,7,1.8,180
B105169,Camera,Adidas,Health,472.24,74.3,344,4.7,470
B105170,Coffee Maker,LogiTech,Health,89.31,187.2,291,4.5,678
B105171,Headphones,DeLonghi,Sports,325.5,227.47,206,4.1,894
B105172,Laptop,Apple,Toys,408.58,306.55,68,1.8,772
B105173,Wireless Mouse,HP,Books,453.48,143.21,361,1.9,423
B105174,Headphones,Sony,Beauty,145.5,62.98,143,2.0,212
B105175,Headphones,DeLonghi,Health,73.08,42.27,108,4.2,953
B105176,Wireless Mouse,Nike,Clothing,131.45,49.42,185,1.8,99
B105177,Fitness Tracker,Adidas,Books,293.08,380.26,240,3.3,461
B105178,Laptop,DeLonghi,Sports,460.18,380.94,151,4.1,901
B105179,Bluetooth Speaker,Adidas,Beauty,295.44,387.66,211,2.8,18
B105180,Smartphone,HP,Sports,460.61,124.48,78,4.4,835
B105181,Running Shoes,HP,Beauty,387.32,80.69,475,3.2,535
B105182,Headphones,Sony,Beauty,303.21,392.46,228,3.4,89
B105183,Camera,Samsung,Clothing,20.68,395.36,247,3.7,489
B105184,Wireless Mouse,Nike,Home Appliances,173.21,35.95,381,4.4,658
B105185,Smartphone,Bose,Beauty,38.16,302.25,102,1.0,314
B105186,Coffee Maker,Canon,Health,167.9,119.02,214,2.6,316
B105187,Wireless Mouse,Sony,Clothing,40.54,364.17,139,4.9,31
B105188,Coffee Maker,HP,Electronics,92.23,40.24,388,1.4,873
B105189,Laptop,LogiTech,Home Appliances,211.24,355.99,186,1.9,556
B105190,Headphones,Samsung,Beauty,262.29,6.04,480,3.3,418
B105191,Camera,Canon,Books,116.4,211.18,168,4.4,437
B105192,Running Shoes,LogiTech,Electronics,368.96,137.55,489,1.4,743
B105193,Coffee Maker,Sony,Home Appliances,299.28,173.8,58,1.0,129
B105194,Smartphone,DeLonghi,Books,348.96,176.34,119,3.7,736
B105195,Fitness Tracker,Bose,Electronics,369.06,263.17,88,3.4,969
B105196,Laptop,Adidas,Toys,366.19,14.12,122,2.1,812
B105197,Fitness Tracker,Canon,Health,468.75,278.09,482,4.8,672
B105198,Laptop,Canon,Clothing,126.24,13.77,244,3.2,790
B105199,Bluetooth Speaker,Sony,Clothing,142.38,78.18,67,3.7,737
B105200,Smartphone,Canon,Clothing,56.16,244.66,294,2.5,617
B105201,Fitness Tracker,Adidas,Beauty,300.37,39.14,130,4.7,931
B105202,Camera,Adidas,Toys,203.64,396.41,343,2.1,989
B105203,Headphones,LogiTech,Health,253.14,314.83,40,4.0,998
B105204,Wireless Mouse,DeLonghi,Home Appliances,93.21,283.74,212,1.5,580
B105205,Running Shoes,Adidas,Health,328.04,110.73,56,3.2,980
B105206,Headphones,Bose,Sports,313.32,24.18,200,3.3,207
B105207,Headphones,Canon,Electronics,139.74,391.62,291,1.8,198
B105208,Laptop,LogiTech,Home Appliances,238.05,63.4,305,2.3,648
B105209,Camera,HP,Sports,448.21,333.07,107,1.7,243
B105210,Laptop,LogiTech,Clothing,389.01,83.02,195,4.4,888
B105211,Smartwatch,Bose,Clothing,121.2,152.77,352,3.6,360
B105212,Coffee Maker,Samsung,Clothing,440.64,278.97,122,2.8,87
B105213,Running Shoes,LogiTech,Sports,42.98,378.42,95,3.2,560
B105214,Coffee Maker,HP,Electronics,212.82,12.81,428,2.4,25
B105215,Wireless Mouse,Adidas,Electronics,49.26,108.0,494,2.7,223
B105216,Smartwatch,Apple,Sports,462.86,307.16,287,3.5,490
B105217,Smartphone,Apple,Books,29.94,73.49,125,1.8,282
B105218,Wireless Mouse,Apple,Clothing,84.11,49.02,449,1.5,510
B105219,Wireless Mouse,Samsung,Home Appliances,458.37,23.24,332,4.8,168
B105220,Bluetooth Speaker,HP,Electronics,295.26,203.48,126,1.9,338
B105221,Running Shoes,Bose,Health,399.64,308.25,402,3.0,967
B105222,Laptop,Sony,Sports,18.04,384.89,344,4.0,996
B105223,Camera,Apple,Beauty,215.36,110.66,36,3.2,389
B105224,Coffee Maker,Sony,Books,492.39,52.94,446,3.5,210
B105225,Wireless Mouse,Samsung,Toys,294.11,164.01,413,1.7,106
B105226,Coffee Maker,Sony,Beauty,426.34,26.9,217,2.6,854
B105227,Coffee Maker,Canon,Beauty,482.14,135.89,407,3.8,833
B105228,Smartphone,Samsung,Sports,345.67,259.02,3,1.8,316
B105229,Running Shoes,Sony,Health,170.54,71.43,30,2.9,834
B105230,Running Shoes,LogiTech,Books,161.22,254.59,465,3.4,321
B105231,Fitness Tracker,Apple,Toys,44.93,388.92,255,4.2,204
B105232,Headphones,DeLonghi,Books,219.61,346.36,45,1.9,223
B105233,Running Shoes,Nike,Electronics,458.54,145.95,177,4.9,42
B105234,Coffee Maker,Samsung,Beauty,244.25,171.49,222,4.9,920
B105235,Laptop,Adidas,Sports,456.39,170.63,113,1.0,618
B105236,Coffee Maker,Nike,Health,410.4,344.66,122,2.5,61
B105237,Laptop,Bose,Toys,492.25,397.56,275,1.3,12
B105238,Fitness Tracker,Samsung,Books,474.37,331.23,448,2.3,477
B105239,Laptop,Samsung,Beauty,356.18,225.46,389,3.4,82
B105240,Running Shoes,Sony,Toys,436.9,43.46,232,3.4,791
B105241,Smartphone,Samsung,Beauty,376.56,382.02,312,1.4,373
B105242,Laptop,Apple,Home Appliances,354.66,344.72,418,3.7,864
B105243,Coffee Maker,HP,Health,360.62,337.36,249,4.4,954
B105244,Camera,HP,Sports,363.31,159.77,329,3.5,588
B105245,Running Shoes,Bose,Electronics,195.92,181.63,103,2.2,94
B105246,Camera,Canon,Beauty,217.55,52.27,176,1.0,677
B105247,Smartwatch,DeLonghi,Toys,154.09,375.46,236,3.6,519
B105248,Smartwatch,Canon,Clothing,82.65,377.58,282,3.7,825
B105249,Coffee Maker,Apple,Books,234.64,105.5,245,3.8,669
B105250,Smartwatch,Apple,Clothing,450.98,279.92,133,1.2,530
B105251,Headphones,LogiTech,Toys,329.12,85.38,344,3.1,991
B105252,Fitness Tracker,HP,Health,37.53,160.21,159,2.7,285
B105253,Running Shoes,Nike,Clothing,407.49,124.44,280,4.1,566
B105254,Camera,Adidas,Books,468.35,158.89,341,3.9,173
B105255,Coffee Maker,Samsung,Toys,416.42,127.04,22,4.8,165
B105256,Headphones,DeLonghi,Electronics,366.5,141.39,102,4.6,272
B105257,Coffee Maker,Adidas,Electronics,83.56,317.47,150,3.2,353
B105258,Headphones,Canon,Sports,181.01,123.51,469,4.9,975
B105259,Smartwatch,Adidas,Electronics,286.99,326.8,57,1.6,893
B105260,Smartwatch,LogiTech,Toys,47.66,229.33,158,1.0,442
B105261,Laptop,DeLonghi,Health,62.07,313.28,369,1.4,548
B105262,Bluetooth Speaker,DeLonghi,Toys,467.78,367.96,303,2.4,822
B105263,Coffee Maker,LogiTech,Electronics,354.32,59.68,458,4.0,371
B105264,Laptop,Apple,Home Appliances,144.79,140.84,195,2.5,901
B105265,Running Shoes,LogiTech,Toys,170.41,26.95,167,4.1,449
B105266,Laptop,Apple,Sports,198.37,165.73,477,4.0,836
B105267,Wireless Mouse,Nike,Home Appliances,46.78,98.77,345,4.2,41
B105268,Smartwatch,Bose,Electronics,372.2,230.81,194,1.7,254
B105269,Wireless Mouse,Apple,Health,96.65,314.44,461,3.1,978
B105270,Coffee Maker,Adidas,Books,404.51,197.11,347,3.9,64
B105271,Camera,Apple,Toys,424.48,136.78,413,2.1,997
B105272,Camera,Bose,Books,322.83,65.26,398,4.4,472
B105273,Running Shoes,Canon,Clothing,387.23,15.6,260,4.1,335
B105274,Laptop,Samsung,Sports,94.2,272.76,200,1.5,989
B105275,Camera,LogiTech,Home Appliances,292.21,17.07,5,1.9,605
B105276,Headphones,Samsung,Beauty,341.63,368.73,300,1.9,9
B105277,Headphones,LogiTech,Books,334.16,239.72,91,4.5,935
B105278,Running Shoes,Nike,Beauty,67.47,144.55,24,1.7,691
B105279,Fitness Tracker,HP,Sports,178.75,21.56,236,3.5,791
B105280,Smartwatch,Adidas,Books,169.27,168.33,235,1.3,954
B105281,Laptop,Adidas,Books,290.54,347.58,226,3.2,20
B105282,Coffee Maker,Canon,Sports,384.97,388.08,28,1.6,179
B105283,Smartphone,HP,Beauty,289.59,38.55,152,3.3,358
B105284,Smartphone,HP,Toys,379.87,311.97,384,2.5,78
B105285,Smartphone,LogiTech,Books,58.49,107.05,246,3.4,132
B105286,Camera,Adidas,Sports,440.29,154.88,5,2.6,675
B105287,Fitness Tracker,Adidas,Books,272.94,221.33,13,4.4,626
B105288,Fitness Tracker,HP,Health,28.37,397.92,466,4.0,789
B105289,Laptop,LogiTech,Beauty,325.17,87.48,55,4.4,391
B105290,Laptop,Apple,Toys,263.5,56.55,465,1.9,990
B105291,Fitness Tracker,Apple,Health,117.98,240.02,286,1.6,563
B105292,Running Shoes,Bose,Health,384.57,341.95,102,3.2,384
B105293,Laptop,Sony,Sports,467.45,261.05,339,4.5,83
B105294,Running Shoes,DeLonghi,Health,168.11,142.29,214,1.4,795
B105295,Wireless Mouse,Nike,Books,252.02,390.91,433,1.9,286
B105296,Headphones,LogiTech,Beauty,72.81,398.04,113,4.0,820
B105297,Smartwatch,Apple,Electronics,465.6,309.41,338,2.9,151
B105298,Laptop,Canon,Toys,166.21,321.95,90,3.4,253
B105299,Fitness Tracker,DeLonghi,Books,105.44,305.53,271,3.4,300
B105300,Headphones,DeLonghi,Home Appliances,244.43,106.78,247,2.6,390
B105301,Headphones,DeLonghi,Sports,31.21,64.35,476,3.8,129
B105302,Bluetooth Speaker,HP,Books,133.89,223.97,30,4.4,456
B105303,Fitness Tracker,Bose,Toys,43.15,381.89,28,4.6,574
B105304,Smartwatch,Canon,Health,72.41,351.93,468,1.2,850
B105305,Fitness Tracker,Sony,Toys,64.96,47.21,388,3.2,552
B105306,Laptop,Canon,Home Appliances,437.49,27.51,68,1.2,88
B105307,Coffee Maker,Canon,Health,465.91,350.14,357,4.6,790
B105308,Wireless Mouse,LogiTech,Home Appliances,242.52,247.14,143,2.7,689
B105309,Running Shoes,Bose,Clothing,318.9,125.21,34,4.6,329
B105310,Coffee Maker,Samsung,Clothing,350.99,226.9,459,1.8,470
B105311,Wireless Mouse,Bose,Books,201.74,92.56,471,1.6,672
B105312,Coffee Maker,Samsung,Electronics,191.4,379.05,355,4.6,42
B105313,Running Shoes,Sony,Health,341.03,331.74,427,4.8,466
B105314,Camera,LogiTech,Beauty,194.59,385.08,227,4.1,54
B105315,Fitness Tracker,HP,Toys,294.69,78.89,203,1.9,50
B105316,Coffee Maker,DeLonghi,Beauty,262.44,338.25,61,1.7,353
B105317,Laptop,LogiTech,Electronics,266.99,226.31,191,4.0,676
B105318,Smartwatch,HP,Health,416.39,133.37,2,3.5,574
B105319,Smartphone,LogiTech,Health,354.99,194.47,118,4.5,834
B105320,Laptop,HP,Health,480.73,378.03,308,2.1,940
B105321,Running Shoes,LogiTech,Health,397.58,278.12,52,2.2,248
B105322,Smartwatch,Bose,Electronics,81.44,147.17,15,3.9,326
B105323,Laptop,Bose,Books,371.86,399.96,424,2.1,106
B105324,Headphones,Bose,Sports,336.17,141.57,284,2.8,176
B105325,Fitness Tracker,DeLonghi,Sports,326.56,326.42,479,3.1,128
B105326,Smartwatch,Nike,Sports,245.56,314.83,96,3.7,949
B105327,Headphones,Adidas,Home Appliances,40.61,290.56,98,2.4,766
B105328,Laptop,Samsung,Health,476.23,269.43,55,4.4,931
B105329,Wireless Mouse,Bose,Health,427.44,47.92,434,2.6,192
B105330,Bluetooth Speaker,Nike,Toys,248.54,398.01,278,1.2,424
B105331,Wireless Mouse,Samsung,Home Appliances,87.7,68.61,413,1.3,93
B105332,Fitness Tracker,LogiTech,Toys,413.99,240.47,245,4.9,433
B105333,Smartwatch,Sony,Beauty,221.03,103.41,328,3.5,95
B105334,Smartwatch,HP,Clothing,201.16,71.67,470,3.0,688
B105335,Fitness Tracker,Nike,Toys,336.04,225.99,396,4.5,978
B105336,Headphones,Canon,Toys,381.75,335.36,471,3.9,558
B105337,Bluetooth Speaker,Apple,Beauty,40.79,153.89,38,1.7,638
B105338,Laptop,Nike,Books,386.1,35.48,120,1.0,777
B105339,Running Shoes,Bose,Sports,369.63,251.38,258,4.9,299
B105340,Wireless Mouse,Bose,Health,298.71,307.74,140,3.5,751
B105341,Wireless Mouse,Nike,Home Appliances,175.83,121.95,183,2.9,811
B105342,Smartphone,HP,Clothing,90.75,277.78,213,4.8,736
B105343,Bluetooth Speaker,Samsung,Beauty,60.3,34.94,126,2.5,364
B105344,Running Shoes,LogiTech,Home Appliances,10.58,147.76,140,3.9,515
B105345,Wireless Mouse,Apple,Health,111.17,192.28,109,3.7,575
B105346,Running Shoes,LogiTech,Books,211.56,313.88,479,3.7,403
B105347,Laptop,DeLonghi,Toys,129.39,138.57,9,3.7,821
B105348,Smartwatch,HP,Beauty,161.4,184.21,463,1.0,235
B105349,Running Shoes,Bose,Clothing,201.32,253.2,32,4.3,882
B105350,Wireless Mouse,DeLonghi,Sports,161.05,251.51,235,4.7,764
B105351,Headphones,LogiTech,Health,365.06,209.52,73,2.8,974
B105352,Bluetooth Speaker,LogiTech,Electronics,250.95,134.75,472,3.2,680
B105353,Fitness Tracker,Apple,Electronics,19.47,269.62,136,2.3,541
B105354,Coffee Maker,Adidas,Books,121.07,335.68,254,4.1,70
B105355,Camera,LogiTech,Sports,357.73,65.76,116,3.9,741
B105356,Camera,Samsung,Electronics,157.46,139.48,156,4.0,936
B105357,Coffee Maker,Samsung,Electronics,460.87,269.16,440,3.9,977
B105358,Running Shoes,Nike,Beauty,359.21,303.53,82,1.9,349
B105359,Bluetooth Speaker,Apple,Beauty,152.06,313.68,107,1.5,647
B105360,Running Shoes,Apple,Health,263.04,263.04,229,2.2,84
B105361,Fitness Tracker,Bose,Clothing,336.95,193.92,292,3.3,497
B105362,Bluetooth Speaker,LogiTech,Clothing,104.75,260.09,117,2.6,364
B105363,Coffee Maker,Adidas,Health,130.63,58.34,421,2.0,326
B105364,Running Shoes,Canon,Home Appliances,258.49,87.07,288,1.1,491
B105365,Smartphone,DeLonghi,Health,463.2,371.37,213,1.5,708
B105366,Wireless Mouse,Apple,Sports,178.57,369.26,167,1.4,159
B105367,Headphones,Nike,Electronics,207.04,290.93,49,4.8,207
B105368,Smartwatch,Nike,Clothing,103.4,134.18,221,4.1,551
B105369,Headphones,LogiTech,Health,300.67,261.29,402,1.5,189
B105370,Fitness Tracker,LogiTech,Clothing,372.67,276.68,279,2.9,729
B105371,Running Shoes,Canon,Clothing,225.91,208.47,289,3.6,666
B105372,Laptop,Sony,Beauty,377.62,300.67,368,4.8,501
B105373,Bluetooth Speaker,Sony,Home Appliances,158.28,16.73,457,2.1,934
B105374,Running Shoes,LogiTech,Sports,356.42,106.21,492,2.1,122
B105375,Bluetooth Speaker,HP,Toys,136.59,318.81,179,3.3,731
B105376,Smartwatch,Samsung,Clothing,392.52,375.79,171,4.4,800
B105377,Smartphone,Samsung,Sports,417.01,351.05,486,2.1,833
B105378,Headphones,Canon,Books,400.88,288.01,4,1.5,104
B105379,Wireless Mouse,Canon,Home Appliances,115.58,70.37,336,2.1,590
B105380,Smartwatch,Bose,Toys,350.18,150.64,195,2.8,998
B105381,Smartwatch,Adidas,Clothing,273.88,24.83,456,2.4,198
B105382,Headphones,Nike,Health,493.16,257.75,464,4.4,211
B105383,Smartwatch,Samsung,Clothing,187.17,182.7,381,4.8,524
B105384,Laptop,HP,Home Appliances,387.91,231.34,258,2.5,863
B105385,Laptop,LogiTech,Beauty,191.34,391.84,45,4.3,284
B105386,Camera,Apple,Home Appliances,204.46,163.89,467,1.3,323
B105387,Camera,HP,Electronics,64.39,126.15,344,3.2,466
B105388,Laptop,Bose,Clothing,127.43,64.49,208,4.3,137
B105389,Coffee Maker,HP,Beauty,90.6,61.73,115,2.7,355
B105390,Smartphone,Apple,Sports,88.01,209.84,424,1.6,75
B105391,Bluetooth Speaker,DeLonghi,Home Appliances,14.42,300.95,130,2.1,697
B105392,Smartphone,Sony,Home Appliances,398.95,227.96,160,3.0,725
B105393,Fitness Tracker,DeLonghi,Books,239.29,349.95,1,4.4,895
B105394,Smartwatch,Nike,Books,404.04,129.77,497,4.0,410
B105395,Wireless Mouse,Nike,Books,310.15,240.04,274,1.3,354
B105396,Smartwatch,Samsung,Home Appliances,417.36,266.19,487,3.2,697
B105397,Smartphone,Apple,Toys,256.84,115.87,448,4.5,871
B105398,Laptop,Nike,Beauty,56.08,161.54,160,3.3,720
B105399,Headphones,Canon,Sports,312.21,238.42,265,1.3,69
B105400,Fitness Tracker,Samsung,Home Appliances,342.1,13.27,311,4.3,556
B105401,Laptop,Bose,Health,316.99,355.21,323,4.6,177
B105402,Smartphone,Samsung,Health,402.65,48.87,248,2.6,687
B105403,Headphones,DeLonghi,Electronics,368.43,23.79,24,2.2,938
B105404,Wireless Mouse,LogiTech,Health,221.99,89.94,377,3.2,269
B105405,Smartphone,Canon,Beauty,411.36,203.42,267,4.9,864
B105406,Bluetooth Speaker,Canon,Beauty,348.98,134.84,156,4.3,683
B105407,Running Shoes,Adidas,Clothing,68.98,178.86,272,4.2,243
B105408,Headphones,Canon,Toys,274.54,38.29,93,1.8,155
B105409,Smartphone,Canon,Toys,366.99,97.08,361,4.6,188
B105410,Laptop,DeLonghi,Sports,281.11,43.58,12,3.2,933
B105411,Bluetooth Speaker,HP,Toys,475.02,95.73,238,4.7,198
B105412,Coffee Maker,Canon,Sports,59.73,282.81,121,3.6,74
B105413,Headphones,LogiTech,Health,363.94,232.24,452,4.3,544
B105414,Bluetooth Speaker,Sony,Toys,413.98,136.92,90,1.7,706
B105415,Laptop,DeLonghi,Clothing,354.3,108.18,388,3.8,917
B105416,Smartphone,DeLonghi,Sports,198.94,399.02,75,2.0,908
B105417,Smartwatch,HP,Books,198.89,308.31,322,1.7,92
B105418,Wireless Mouse,Adidas,Books,297.42,329.71,31,3.3,645
B105419,Smartwatch,HP,Toys,204.58,15.41,440,3.4,191
B105420,Running Shoes,Samsung,Toys,442.76,28.54,434,3.0,105
B105421,Bluetooth Speaker,Sony,Health,63.87,286.48,195,1.4,437
B105422,Running Shoes,Nike,Sports,323.19,80.77,89,2.0,230
B105423,Wireless Mouse,Bose,Beauty,75.72,173.13,98,1.9,298
B105424,Bluetooth Speaker,Nike,Health,274.68,77.75,129,2.3,950
B105425,Camera,Adidas,Beauty,360.63,74.94,453,3.5,27
B105426,Laptop,Adidas,Sports,91.1,48.09,295,2.8,313
B105427,Bluetooth Speaker,Canon,Clothing,354.98,239.73,436,4.9,526
B105428,Laptop,HP,Home Appliances,78.59,297.02,95,1.1,663
B105429,Smartwatch,Samsung,Books,314.07,27.45,164,1.9,362
B105430,Fitness Tracker,Canon,Home Appliances,257.72,113.84,451,3.3,369
B105431,Headphones,Apple,Home Appliances,156.06,265.06,230,4.5,89
B105432,Fitness Tracker,Samsung,Electronics,64.66,159.96,140,1.1,701
B105433,Smartphone,Adidas,Sports,370.57,283.34,317,4.5,704
B105434,Headphones,Adidas,Electronics,197.08,304.9,464,3.0,537
B105435,Headphones,DeLonghi,Beauty,52.4,17.76,328,4.1,621
B105436,Coffee Maker,Apple,Electronics,388.67,155.44,395,4.8,350
B105437,Headphones,Canon,Beauty,124.12,293.01,109,1.9,444
B105438,Wireless Mouse,Adidas,Home Appliances,370.86,154.47,14,3.4,982
B105439,Fitness Tracker,Apple,Electronics,286.8,7.3,475,4.5,991
B105440,Smartwatch,Sony,Clothing,105.32,137.84,466,4.4,128
B105441,Laptop,Bose,Sports,47.44,349.7,438,3.1,81
B105442,Smartphone,HP,Home Appliances,300.69,381.02,392,4.8,208
B105443,Headphones,Adidas,Sports,22.35,226.4,161,3.8,45
B105444,Smartphone,Sony,Clothing,42.08,126.01,132,3.1,491
B105445,Smartwatch,Samsung,Toys,354.09,189.1,113,1.2,987
B105446,Smartphone,HP,Electronics,274.05,98.3,286,2.9,0
B105447,Smartwatch,Apple,Home Appliances,169.88,71.41,340,2.7,562
B105448,Headphones,HP,Beauty,274.22,199.95,94,2.2,163
B105449,Smartwatch,Nike,Books,299.91,295.99,347,4.8,836
B105450,Headphones,DeLonghi,Sports,286.99,92.87,89,4.7,836
B105451,Coffee Maker,Apple,Health,324.85,364.27,310,2.3,895
B105452,Coffee Maker,Sony,Clothing,470.74,71.45,134,2.7,833
B105453,Smartwatch,Adidas,Electronics,200.5,225.57,261,4.0,458
B105454,Coffee Maker,Apple,Sports,157.56,311.67,206,4.3,610
B105455,Laptop,LogiTech,Clothing,28.83,89.29,307,1.4,797
B105456,Laptop,Nike,Sports,82.07,122.1,398,3.0,991
B105457,Coffee Maker,Sony,Toys,62.06,25.34,34,4.7,903
B105458,Coffee Maker,Samsung,Health,174.37,377.86,169,3.7,257
B105459,Camera,LogiTech,Clothing,308.9,197.35,345,3.2,99
B105460,Camera,Apple,Sports,32.7,30.4,423,3.9,870
B105461,Headphones,DeLonghi,Beauty,366.56,332.9,146,3.6,536
B105462,Smartwatch,LogiTech,Health,204.74,229.89,20,4.8,146
B105463,Running Shoes,HP,Toys,482.12,26.84,107,4.7,754
B105464,Running Shoes,Apple,Toys,288.51,183.1,136,2.6,582
B105465,Coffee Maker,Sony,Toys,387.97,176.59,26,1.1,871
B105466,Smartphone,Apple,Electronics,431.98,62.7,246,2.3,13
B105467,Coffee Maker,DeLonghi,Clothing,445.53,171.05,341,1.8,899
B105468,Camera,Bose,Sports,264.05,116.71,155,1.5,429
B105469,Headphones,HP,Sports,204.4,281.48,416,4.6,800
B105470,Coffee Maker,Adidas,Health,284.65,7.17,42,3.8,292
B105471,Fitness Tracker,Apple,Health,207.01,47.02,178,1.1,874
B105472,Smartphone,DeLonghi,Clothing,127.95,367.87,81,4.7,797
B105473,Fitness Tracker,LogiTech,Toys,168.72,176.17,177,4.6,979
B105474,Headphones,LogiTech,Sports,124.06,74.59,193,4.8,717
B105475,Headphones,Sony,Sports,142.02,318.32,191,4.3,922
B105476,Laptop,HP,Toys,55.87,341.38,283,1.3,887
B105477,Bluetooth Speaker,LogiTech,Books,218.97,88.43,246,3.5,268
B105478,Fitness Tracker,Adidas,Books,125.29,286.87,100,1.3,454
B105479,Laptop,Bose,Toys,229.7,247.98,459,3.9,337
B105480,Camera,Bose,Health,398.18,299.3,489,1.8,805
B105481,Wireless Mouse,Sony,Electronics,229.67,316.22,489,4.7,435
B105482,Smartphone,Apple,Health,477.76,266.07,35,4.7,998
B105483,Wireless Mouse,LogiTech,Health,82.44,382.71,294,3.4,584
B105484,Smartwatch,DeLonghi,Beauty,426.63,346.37,294,4.0,86
B105485,Camera,Samsung,Beauty,131.65,95.44,42,4.4,350
B105486,Camera,Bose,Sports,467.63,365.86,170,2.6,833
B105487,Wireless Mouse,Canon,Health,121.3,147.04,433,3.3,423
B105488,Fitness Tracker,Sony,Sports,376.01,291.98,495,1.7,677
B105489,Bluetooth Speaker,Apple,Books,40.44,339.96,57,4.9,808
B105490,Fitness Tracker,Nike,Health,318.61,177.37,356,4.7,230
B105491,Wireless Mouse,Sony,Toys,117.15,25.35,54,2.9,900
B105492,Smartwatch,DeLonghi,Clothing,338.38,380.12,394,3.2,703
B105493,Fitness Tracker,Samsung,Clothing,321.56,33.63,188,2.7,567
B105494,Running Shoes,Canon,Health,462.61,142.5,296,1.0,214
B105495,Fitness Tracker,Bose,Electronics,317.07,240.6,385,1.9,816
B105496,Headphones,HP,Health,210.04,51.43,376,1.4,698
B105497,Laptop,Canon,Toys,104.85,336.09,86,2.3,607
B105498,Smartphone,Bose,Books,332.15,85.35,64,1.9,756
B105499,Fitness Tracker,Nike,Books,67.02,394.47,81,4.0,678
B105500,Bluetooth Speaker,Nike,Health,415.97,366.99,268,3.0,975
B105501,Bluetooth Speaker,Bose,Beauty,131.19,243.8,492,4.3,822
B105502,Fitness Tracker,HP,Sports,266.84,265.7,185,3.5,970
B105503,Coffee Maker,Sony,Home Appliances,302.01,215.77,461,3.6,973
B105504,Camera,HP,Electronics,187.62,159.49,345,4.5,447
B105505,Fitness Tracker,LogiTech,Electronics,335.3,143.92,26,4.4,770
B105506,Camera,Bose,Home Appliances,132.61,357.2,238,1.3,135
B105507,Running Shoes,Bose,Clothing,26.97,232.76,296,3.3,718
B105508,Wireless Mouse,HP,Clothing,480.04,330.2,366,2.7,760
B105509,Running Shoes,Adidas,Clothing,166.82,208.06,487,3.4,253
B105510,Fitness Tracker,Adidas,Books,359.6,126.27,369,4.5,328
B105511,Bluetooth Speaker,DeLonghi,Toys,258.69,41.24,299,1.0,527
B105512,Coffee Maker,Adidas,Electronics,337.81,132.86,225,1.0,793
B105513,Smartwatch,Nike,Home Appliances,64.36,352.65,328,1.3,500
B105514,Camera,LogiTech,Sports,264.24,286.22,397,4.5,671
B105515,Laptop,Bose,Health,202.19,315.4,90,2.4,849
B105516,Camera,Canon,Sports,231.41,310.51,440,2.5,263
B105517,Headphones,Nike,Health,483.44,52.39,17,2.4,870
B105518,Smartphone,DeLonghi,Books,76.78,67.75,88,1.9,372
B105519,Fitness Tracker,Samsung,Electronics,379.8,130.31,24,1.2,59
B105520,Running Shoes,LogiTech,Toys,171.87,123.91,332,4.6,991
B105521,Laptop,Adidas,Electronics,152.28,31.1,223,1.9,457
B105522,Bluetooth Speaker,Apple,Health,142.68,65.62,58,4.6,779
B105523,Bluetooth Speaker,Sony,Clothing,180.9,343.21,464,4.8,459
B105524,Bluetooth Speaker,Canon,Sports,184.99,237.67,490,3.3,698
B105525,Smartwatch,Bose,Electronics,142.67,140.2,189,2.5,186
B105526,Headphones,Samsung,Sports,337.07,212.96,464,4.1,969
